sid,id,minority,female,ses,mathach,size,catholic,pracad,disclim,himinty,meanses
S5421,7345,other,female,0.352,1.817,978,public,0.64,0.336,1,0.039
S5422,7345,minority,male,0.132,4.215,978,public,0.64,0.336,1,0.039
S5423,7345,minority,female,-1.358,4.6,978,public,0.64,0.336,1,0.039
S5424,7345,other,male,0.892,22.313,978,public,0.64,0.336,1,0.039
S5425,7345,other,male,1.282,24.993,978,public,0.64,0.336,1,0.039
S5426,7345,other,female,-1.048,5.926,978,public,0.64,0.336,1,0.039
S5427,7345,other,male,0.452,12.123,978,public,0.64,0.336,1,0.039
S5428,7345,minority,male,-0.988,1.442,978,public,0.64,0.336,1,0.039
S5429,7345,other,male,0.082,4.023,978,public,0.64,0.336,1,0.039
S5430,7345,other,male,0.602,2.126,978,public,0.64,0.336,1,0.039
S5431,7345,minority,female,-0.358,9.098,978,public,0.64,0.336,1,0.039
S5432,7345,other,male,0.502,20.767,978,public,0.64,0.336,1,0.039
S5433,7345,other,male,-0.138,2.211,978,public,0.64,0.336,1,0.039
S5434,7345,other,female,-0.548,2.527,978,public,0.64,0.336,1,0.039
S5435,7345,other,male,0.812,9.764,978,public,0.64,0.336,1,0.039
S5436,7345,other,male,0.402,14.337,978,public,0.64,0.336,1,0.039
S5437,7345,other,female,-0.658,4.337,978,public,0.64,0.336,1,0.039
S5438,7345,other,male,0.472,17.513,978,public,0.64,0.336,1,0.039
S5439,7345,minority,female,-0.798,8.157,978,public,0.64,0.336,1,0.039
S5440,7345,other,female,0.822,-0.184,978,public,0.64,0.336,1,0.039
S5441,7345,minority,female,-1.098,2.354,978,public,0.64,0.336,1,0.039
S5442,7345,other,female,0.472,23.134,978,public,0.64,0.336,1,0.039
S5443,7345,other,female,0.162,10.009,978,public,0.64,0.336,1,0.039
S5444,7345,minority,male,-0.668,3.361,978,public,0.64,0.336,1,0.039
S5445,7345,other,male,0.712,21.873,978,public,0.64,0.336,1,0.039
S5446,7345,minority,male,-0.948,-2.541,978,public,0.64,0.336,1,0.039
S5447,7345,other,male,-0.898,8.231,978,public,0.64,0.336,1,0.039
S5448,7345,other,female,0.422,18.441,978,public,0.64,0.336,1,0.039
S5449,7345,other,male,1.082,20.589,978,public,0.64,0.336,1,0.039
S5450,7345,other,female,-0.348,10.969,978,public,0.64,0.336,1,0.039
S5451,7345,other,male,-0.288,12.16,978,public,0.64,0.336,1,0.039
S5452,7345,other,female,-0.808,9.696,978,public,0.64,0.336,1,0.039
S5453,7364,other,female,0.372,13.88,1500,catholic,0.35,-1.523,0,-0.083
S5454,7364,other,female,-0.808,20.556,1500,catholic,0.35,-1.523,0,-0.083
S5455,7364,other,female,-0.468,14.665,1500,catholic,0.35,-1.523,0,-0.083
S5456,7364,other,female,0.322,5.486,1500,catholic,0.35,-1.523,0,-0.083
S5457,7364,other,female,0.622,3.762,1500,catholic,0.35,-1.523,0,-0.083
S5458,7364,other,female,0.022,13.928,1500,catholic,0.35,-1.523,0,-0.083
S5459,7364,other,female,-0.688,17.348,1500,catholic,0.35,-1.523,0,-0.083
S5460,7364,other,female,-0.988,14.867,1500,catholic,0.35,-1.523,0,-0.083
S5461,7364,other,female,0.312,3.554,1500,catholic,0.35,-1.523,0,-0.083
S5462,7364,other,female,-0.228,2.347,1500,catholic,0.35,-1.523,0,-0.083
S5463,7364,other,female,0.472,16.485,1500,catholic,0.35,-1.523,0,-0.083
S5464,7364,other,female,-1.268,5.058,1500,catholic,0.35,-1.523,0,-0.083
S5465,7364,other,female,-0.038,19.836,1500,catholic,0.35,-1.523,0,-0.083
S5466,7364,other,female,0.022,11.211,1500,catholic,0.35,-1.523,0,-0.083
S5467,7364,other,female,-0.178,20.325,1500,catholic,0.35,-1.523,0,-0.083
S5468,7364,other,female,0.352,21.139,1500,catholic,0.35,-1.523,0,-0.083
S5469,7364,other,female,-0.168,22.678,1500,catholic,0.35,-1.523,0,-0.083
S5470,7364,other,female,-0.688,10.454,1500,catholic,0.35,-1.523,0,-0.083
S5471,7364,other,female,0.032,13.131,1500,catholic,0.35,-1.523,0,-0.083
S5472,7364,other,female,-0.568,16.28,1500,catholic,0.35,-1.523,0,-0.083
S5473,7364,other,female,0.202,7.12,1500,catholic,0.35,-1.523,0,-0.083
S5474,7364,other,female,-0.208,8.839,1500,catholic,0.35,-1.523,0,-0.083
S5475,7364,other,female,0.182,20.964,1500,catholic,0.35,-1.523,0,-0.083
S5476,7364,other,female,0.202,22.854,1500,catholic,0.35,-1.523,0,-0.083
S5477,7364,other,female,-0.378,10.174,1500,catholic,0.35,-1.523,0,-0.083
S5478,7364,other,female,0.172,23.323,1500,catholic,0.35,-1.523,0,-0.083
S5479,7364,other,female,-0.308,19.096,1500,catholic,0.35,-1.523,0,-0.083
S5480,7364,other,female,-0.358,7.067,1500,catholic,0.35,-1.523,0,-0.083
S5481,7364,other,female,0.622,14.833,1500,catholic,0.35,-1.523,0,-0.083
S5482,7364,other,female,0.312,16.18,1500,catholic,0.35,-1.523,0,-0.083
S5483,7364,other,female,-0.568,17.594,1500,catholic,0.35,-1.523,0,-0.083
S5484,7364,other,female,0.442,14.201,1500,catholic,0.35,-1.523,0,-0.083
S5485,7364,minority,female,0.052,20.29,1500,catholic,0.35,-1.523,0,-0.083
S5486,7364,other,female,-0.458,17.276,1500,catholic,0.35,-1.523,0,-0.083
S5487,7364,other,female,-0.018,19.275,1500,catholic,0.35,-1.523,0,-0.083
S5488,7364,other,female,0.082,10.848,1500,catholic,0.35,-1.523,0,-0.083
S5489,7364,other,female,-0.238,6.015,1500,catholic,0.35,-1.523,0,-0.083
S5490,7364,other,female,-0.778,11.335,1500,catholic,0.35,-1.523,0,-0.083
S5491,7364,other,female,-0.228,6.571,1500,catholic,0.35,-1.523,0,-0.083
S5492,7364,other,female,0.022,20.828,1500,catholic,0.35,-1.523,0,-0.083
S5493,7364,other,female,-0.998,17.231,1500,catholic,0.35,-1.523,0,-0.083
S5494,7364,other,female,0.962,15.407,1500,catholic,0.35,-1.523,0,-0.083
S5495,7364,other,female,1.002,13.238,1500,catholic,0.35,-1.523,0,-0.083
S5496,7364,other,female,-0.088,16.025,1500,catholic,0.35,-1.523,0,-0.083
S5497,7635,other,male,0.012,12.162,1495,catholic,0.48,-0.397,0,0.249
S5498,7635,other,female,-0.588,11.307,1495,catholic,0.48,-0.397,0,0.249
S5499,7635,other,male,1.152,11.552,1495,catholic,0.48,-0.397,0,0.249
S5500,7635,other,male,0.672,22.526,1495,catholic,0.48,-0.397,0,0.249
S5501,7635,other,female,0.342,12.707,1495,catholic,0.48,-0.397,0,0.249
S5502,7635,other,male,0.152,22.138,1495,catholic,0.48,-0.397,0,0.249
S5503,7635,other,male,0.442,14.077,1495,catholic,0.48,-0.397,0,0.249
S5504,7635,other,female,0.102,7.494,1495,catholic,0.48,-0.397,0,0.249
S5505,7635,other,female,0.762,6.027,1495,catholic,0.48,-0.397,0,0.249
S5506,7635,other,male,-0.868,3.5,1495,catholic,0.48,-0.397,0,0.249
S5507,7635,other,female,-0.938,14.842,1495,catholic,0.48,-0.397,0,0.249
S5508,7635,other,female,-0.738,16.442,1495,catholic,0.48,-0.397,0,0.249
S5509,7635,other,female,-0.038,17.768,1495,catholic,0.48,-0.397,0,0.249
S5510,7635,other,male,0.392,4.995,1495,catholic,0.48,-0.397,0,0.249
S5511,7635,other,female,0.062,22.579,1495,catholic,0.48,-0.397,0,0.249
S5512,7635,other,male,0.242,13.082,1495,catholic,0.48,-0.397,0,0.249
S5513,7635,other,male,0.902,17.989,1495,catholic,0.48,-0.397,0,0.249
S5514,7635,other,male,0.242,7.741,1495,catholic,0.48,-0.397,0,0.249
S5515,7635,other,male,1.392,22.851,1495,catholic,0.48,-0.397,0,0.249
S5516,7635,other,male,0.702,22.055,1495,catholic,0.48,-0.397,0,0.249
S5517,7635,other,female,0.352,20.691,1495,catholic,0.48,-0.397,0,0.249
S5518,7635,other,male,1.512,14.823,1495,catholic,0.48,-0.397,0,0.249
S5519,7635,other,female,-0.978,21.445,1495,catholic,0.48,-0.397,0,0.249
S5520,7635,other,male,-1.228,6.225,1495,catholic,0.48,-0.397,0,0.249
S5521,7635,other,female,-0.408,17.049,1495,catholic,0.48,-0.397,0,0.249
S5522,7635,other,female,-0.138,15.203,1495,catholic,0.48,-0.397,0,0.249
S5523,7635,other,female,-0.008,19.989,1495,catholic,0.48,-0.397,0,0.249
S5524,7635,other,female,0.802,19.044,1495,catholic,0.48,-0.397,0,0.249
S5525,7635,other,male,0.422,7.703,1495,catholic,0.48,-0.397,0,0.249
S5526,7635,other,female,0.242,3.724,1495,catholic,0.48,-0.397,0,0.249
S5527,7635,other,female,-0.258,10.535,1495,catholic,0.48,-0.397,0,0.249
S5528,7635,other,male,1.132,23.81,1495,catholic,0.48,-0.397,0,0.249
S5529,7635,other,male,-1.238,5.479,1495,catholic,0.48,-0.397,0,0.249
S5530,7635,other,male,1.262,15.358,1495,catholic,0.48,-0.397,0,0.249
S5531,7635,other,female,-0.648,5.866,1495,catholic,0.48,-0.397,0,0.249
S5532,7635,other,female,0.872,13.84,1495,catholic,0.48,-0.397,0,0.249
S5533,7635,other,female,0.742,13.398,1495,catholic,0.48,-0.397,0,0.249
S5534,7635,other,female,0.332,21.319,1495,catholic,0.48,-0.397,0,0.249
S5535,7635,other,male,0.222,22.066,1495,catholic,0.48,-0.397,0,0.249
S5536,7635,other,female,0.942,19.816,1495,catholic,0.48,-0.397,0,0.249
S5537,7635,other,female,-0.018,24.479,1495,catholic,0.48,-0.397,0,0.249
S5538,7635,other,female,0.342,13.142,1495,catholic,0.48,-0.397,0,0.249
S5539,7635,other,female,0.342,12.406,1495,catholic,0.48,-0.397,0,0.249
S5540,7635,other,female,-0.008,19.964,1495,catholic,0.48,-0.397,0,0.249
S5541,7635,other,male,1.202,22.37,1495,catholic,0.48,-0.397,0,0.249
S5542,7635,other,female,0.532,14.713,1495,catholic,0.48,-0.397,0,0.249
S5543,7635,other,male,0.112,22.016,1495,catholic,0.48,-0.397,0,0.249
S5544,7635,other,female,-0.018,15.609,1495,catholic,0.48,-0.397,0,0.249
S5545,7635,other,male,-0.258,19.795,1495,catholic,0.48,-0.397,0,0.249
S5546,7635,other,female,1.182,14.077,1495,catholic,0.48,-0.397,0,0.249
S5547,7635,other,male,0.652,8.554,1495,catholic,0.48,-0.397,0,0.249
S5548,7688,other,male,-0.128,19.866,1410,catholic,0.65,-0.575,0,0.192
S5549,7688,other,male,-0.318,20.078,1410,catholic,0.65,-0.575,0,0.192
S5550,7688,other,male,1.182,22.085,1410,catholic,0.65,-0.575,0,0.192
S5551,7688,other,male,0.222,20.928,1410,catholic,0.65,-0.575,0,0.192
S5552,7688,other,male,-0.278,17.163,1410,catholic,0.65,-0.575,0,0.192
S5553,7688,other,male,0.272,21.563,1410,catholic,0.65,-0.575,0,0.192
S5554,7688,other,male,0.052,20.032,1410,catholic,0.65,-0.575,0,0.192
S5555,7688,other,male,0.392,22.94,1410,catholic,0.65,-0.575,0,0.192
S5556,7688,other,male,0.682,23.686,1410,catholic,0.65,-0.575,0,0.192
S5557,7688,other,male,0.032,22.745,1410,catholic,0.65,-0.575,0,0.192
S5558,7688,other,male,0.392,20.046,1410,catholic,0.65,-0.575,0,0.192
S5559,7688,other,male,-0.008,22.909,1410,catholic,0.65,-0.575,0,0.192
S5560,7688,minority,male,0.792,24.993,1410,catholic,0.65,-0.575,0,0.192
S5561,7688,other,male,0.752,15.264,1410,catholic,0.65,-0.575,0,0.192
S5562,7688,other,male,1.162,15.466,1410,catholic,0.65,-0.575,0,0.192
S5563,7688,other,male,0.172,16.855,1410,catholic,0.65,-0.575,0,0.192
S5564,7688,other,male,0.482,23.161,1410,catholic,0.65,-0.575,0,0.192
S5565,7688,other,male,0.432,18.718,1410,catholic,0.65,-0.575,0,0.192
S5566,7688,other,male,0.482,14.266,1410,catholic,0.65,-0.575,0,0.192
S5567,7688,other,male,0.772,16.267,1410,catholic,0.65,-0.575,0,0.192
S5568,7688,other,male,0.522,23.238,1410,catholic,0.65,-0.575,0,0.192
S5569,7688,other,male,0.062,15.781,1410,catholic,0.65,-0.575,0,0.192
S5570,7688,other,male,0.292,18.63,1410,catholic,0.65,-0.575,0,0.192
S5571,7688,other,male,0.792,19.06,1410,catholic,0.65,-0.575,0,0.192
S5572,7688,other,male,0.592,1.277,1410,catholic,0.65,-0.575,0,0.192
S5573,7688,other,male,0.902,24.993,1410,catholic,0.65,-0.575,0,0.192
S5574,7688,other,male,1.422,22.69,1410,catholic,0.65,-0.575,0,0.192
S5575,7688,other,male,0.092,21.07,1410,catholic,0.65,-0.575,0,0.192
S5576,7688,other,male,0.552,9.156,1410,catholic,0.65,-0.575,0,0.192
S5577,7688,other,male,0.612,19.004,1410,catholic,0.65,-0.575,0,0.192
S5578,7688,minority,male,0.612,9.587,1410,catholic,0.65,-0.575,0,0.192
S5579,7688,minority,male,-0.628,18.504,1410,catholic,0.65,-0.575,0,0.192
S5580,7688,other,male,-0.708,15.485,1410,catholic,0.65,-0.575,0,0.192
S5581,7688,other,male,-0.468,16.216,1410,catholic,0.65,-0.575,0,0.192
S5582,7688,other,male,-0.298,13.484,1410,catholic,0.65,-0.575,0,0.192
S5583,7688,other,male,-0.938,20.978,1410,catholic,0.65,-0.575,0,0.192
S5584,7688,other,male,-0.068,12.146,1410,catholic,0.65,-0.575,0,0.192
S5585,7688,other,male,0.002,18.284,1410,catholic,0.65,-0.575,0,0.192
S5586,7688,other,male,0.572,10.582,1410,catholic,0.65,-0.575,0,0.192
S5587,7688,other,male,0.132,21.517,1410,catholic,0.65,-0.575,0,0.192
S5588,7688,other,male,0.112,13.738,1410,catholic,0.65,-0.575,0,0.192
S5589,7688,other,male,0.502,20.908,1410,catholic,0.65,-0.575,0,0.192
S5590,7688,other,male,0.362,19.624,1410,catholic,0.65,-0.575,0,0.192
S5591,7688,other,male,-0.638,15.24,1410,catholic,0.65,-0.575,0,0.192
S5592,7688,minority,male,-0.398,24.479,1410,catholic,0.65,-0.575,0,0.192
S5593,7688,other,male,-0.008,22.907,1410,catholic,0.65,-0.575,0,0.192
S5594,7688,other,male,-0.308,15.23,1410,catholic,0.65,-0.575,0,0.192
S5595,7688,minority,male,-0.078,20.502,1410,catholic,0.65,-0.575,0,0.192
S5596,7688,other,male,0.902,18.537,1410,catholic,0.65,-0.575,0,0.192
S5597,7688,other,male,0.712,17.258,1410,catholic,0.65,-0.575,0,0.192
S5598,7688,other,male,-1.278,19.567,1410,catholic,0.65,-0.575,0,0.192
S5599,7688,other,male,-0.488,16.252,1410,catholic,0.65,-0.575,0,0.192
S5600,7688,other,male,-0.658,19.391,1410,catholic,0.65,-0.575,0,0.192
S5601,7688,other,male,-0.288,20.459,1410,catholic,0.65,-0.575,0,0.192
S5602,7697,other,female,-0.408,6.779,1734,public,0.2,0.279,0,0.264
S5603,7697,other,female,0.662,12.505,1734,public,0.2,0.279,0,0.264
S5604,7697,other,male,0.692,19.844,1734,public,0.2,0.279,0,0.264
S5605,7697,other,male,0.482,17.163,1734,public,0.2,0.279,0,0.264
S5606,7697,other,female,-0.208,5.705,1734,public,0.2,0.279,0,0.264
S5607,7697,other,male,0.252,22.973,1734,public,0.2,0.279,0,0.264
S5608,7697,other,male,-0.718,13.179,1734,public,0.2,0.279,0,0.264
S5609,7697,other,female,0.562,7.015,1734,public,0.2,0.279,0,0.264
S5610,7697,other,male,0.122,14.254,1734,public,0.2,0.279,0,0.264
S5611,7697,other,male,0.832,20.13,1734,public,0.2,0.279,0,0.264
S5612,7697,other,male,0.002,5.148,1734,public,0.2,0.279,0,0.264
S5613,7697,other,female,-0.008,11.475,1734,public,0.2,0.279,0,0.264
S5614,7697,other,female,0.182,24.479,1734,public,0.2,0.279,0,0.264
S5615,7697,other,female,0.742,23.398,1734,public,0.2,0.279,0,0.264
S5616,7697,other,male,-0.158,10.116,1734,public,0.2,0.279,0,0.264
S5617,7697,other,male,0.542,24.483,1734,public,0.2,0.279,0,0.264
S5618,7697,other,male,0.502,24.993,1734,public,0.2,0.279,0,0.264
S5619,7697,other,male,-0.158,20.226,1734,public,0.2,0.279,0,0.264
S5620,7697,other,female,0.442,17.022,1734,public,0.2,0.279,0,0.264
S5621,7697,other,male,0.822,23.464,1734,public,0.2,0.279,0,0.264
S5622,7697,other,male,1.032,4.887,1734,public,0.2,0.279,0,0.264
S5623,7697,other,male,0.272,21.848,1734,public,0.2,0.279,0,0.264
S5624,7697,other,female,0.192,8.731,1734,public,0.2,0.279,0,0.264
S5625,7697,other,male,-0.588,13.528,1734,public,0.2,0.279,0,0.264
S5626,7697,other,male,0.872,11.62,1734,public,0.2,0.279,0,0.264
S5627,7697,other,male,-0.228,18.395,1734,public,0.2,0.279,0,0.264
S5628,7697,other,female,-1.118,6.574,1734,public,0.2,0.279,0,0.264
S5629,7697,other,male,-1.078,18.805,1734,public,0.2,0.279,0,0.264
S5630,7697,other,male,0.472,13.179,1734,public,0.2,0.279,0,0.264
S5631,7697,other,male,0.802,23.185,1734,public,0.2,0.279,0,0.264
S5632,7697,other,male,0.942,23.578,1734,public,0.2,0.279,0,0.264
S5633,7697,other,female,1.512,14.416,1734,public,0.2,0.279,0,0.264
S5634,7734,other,female,-0.658,16.44,1580,public,0.4,2.027,1,-0.463
S5635,7734,other,male,-1.238,4.132,1580,public,0.4,2.027,1,-0.463
S5636,7734,other,female,-0.188,7.044,1580,public,0.4,2.027,1,-0.463
S5637,7734,other,male,-1.278,24.041,1580,public,0.4,2.027,1,-0.463
S5638,7734,minority,female,-1.128,1.824,1580,public,0.4,2.027,1,-0.463
S5639,7734,minority,male,-1.128,5.118,1580,public,0.4,2.027,1,-0.463
S5640,7734,minority,male,-0.388,2.528,1580,public,0.4,2.027,1,-0.463
S5641,7734,other,female,-0.878,5.194,1580,public,0.4,2.027,1,-0.463
S5642,7734,minority,female,-1.968,-1.225,1580,public,0.4,2.027,1,-0.463
S5643,7734,other,male,1.512,13.759,1580,public,0.4,2.027,1,-0.463
S5644,7734,minority,male,-0.638,17.054,1580,public,0.4,2.027,1,-0.463
S5645,7734,other,female,1.002,23.394,1580,public,0.4,2.027,1,-0.463
S5646,7734,other,female,-0.068,9.782,1580,public,0.4,2.027,1,-0.463
S5647,7734,other,male,0.412,17.271,1580,public,0.4,2.027,1,-0.463
S5648,7734,other,female,0.602,24.479,1580,public,0.4,2.027,1,-0.463
S5649,7734,minority,female,0.202,16.148,1580,public,0.4,2.027,1,-0.463
S5650,7734,minority,female,-1.518,0.554,1580,public,0.4,2.027,1,-0.463
S5651,7734,minority,female,-1.548,-0.281,1580,public,0.4,2.027,1,-0.463
S5652,7734,other,female,-0.068,6.018,1580,public,0.4,2.027,1,-0.463
S5653,7734,other,male,0.192,23.062,1580,public,0.4,2.027,1,-0.463
S5654,7734,minority,male,-0.388,9.841,1580,public,0.4,2.027,1,-0.463
S5655,7734,other,female,-1.168,6.135,1580,public,0.4,2.027,1,-0.463
S5656,7890,other,male,-0.618,17.17,311,public,0.21,0.845,0,-0.517
S5657,7890,other,female,0.232,4.74,311,public,0.21,0.845,0,-0.517
S5658,7890,other,female,0.032,3.377,311,public,0.21,0.845,0,-0.517
S5659,7890,other,female,-0.678,22.189,311,public,0.21,0.845,0,-0.517
S5660,7890,other,male,-0.168,16.495,311,public,0.21,0.845,0,-0.517
S5661,7890,other,male,-0.828,15.574,311,public,0.21,0.845,0,-0.517
S5662,7890,other,female,-0.528,12.044,311,public,0.21,0.845,0,-0.517
S5663,7890,other,female,-1.488,3.628,311,public,0.21,0.845,0,-0.517
S5664,7890,other,female,0.492,3.901,311,public,0.21,0.845,0,-0.517
S5665,7890,other,male,-0.158,5.941,311,public,0.21,0.845,0,-0.517
S5666,7890,other,female,-0.998,5.496,311,public,0.21,0.845,0,-0.517
S5667,7890,other,male,-1.128,3.996,311,public,0.21,0.845,0,-0.517
S5668,7890,other,male,0.282,4.556,311,public,0.21,0.845,0,-0.517
S5669,7890,other,male,0.022,20.542,311,public,0.21,0.845,0,-0.517
S5670,7890,other,female,-1.308,11.206,311,public,0.21,0.845,0,-0.517
S5671,7890,other,female,-0.118,2.811,311,public,0.21,0.845,0,-0.517
S5672,7890,other,female,-0.858,11.467,311,public,0.21,0.845,0,-0.517
S5673,7890,other,female,-1.128,2.622,311,public,0.21,0.845,0,-0.517
S5674,7890,other,male,-0.978,20.534,311,public,0.21,0.845,0,-0.517
S5675,7890,other,female,-0.188,3.893,311,public,0.21,0.845,0,-0.517
S5676,7890,other,female,-1.148,14.279,311,public,0.21,0.845,0,-0.517
S5677,7890,other,male,-0.668,14.662,311,public,0.21,0.845,0,-0.517
S5678,7890,other,male,-0.238,0.748,311,public,0.21,0.845,0,-0.517
S5679,7890,other,female,-1.518,9.68,311,public,0.21,0.845,0,-0.517
S5680,7890,other,male,-0.698,7.886,311,public,0.21,0.845,0,-0.517
S5681,7890,other,male,-1.038,0.93,311,public,0.21,0.845,0,-0.517
S5682,7890,other,male,0.002,5.211,311,public,0.21,0.845,0,-0.517
S5683,7890,other,female,-0.198,11.992,311,public,0.21,0.845,0,-0.517
S5684,7890,other,female,-1.428,3.371,311,public,0.21,0.845,0,-0.517
S5685,7890,other,male,-0.338,16.809,311,public,0.21,0.845,0,-0.517
S5686,7890,other,male,-0.938,3.478,311,public,0.21,0.845,0,-0.517
S5687,7890,other,female,-0.148,7.774,311,public,0.21,0.845,0,-0.517
S5688,7890,other,male,-0.488,4.439,311,public,0.21,0.845,0,-0.517
S5689,7890,minority,male,-0.868,9.35,311,public,0.21,0.845,0,-0.517
S5690,7890,minority,male,-0.358,-0.398,311,public,0.21,0.845,0,-0.517
S5691,7890,other,male,0.112,20.468,311,public,0.21,0.845,0,-0.517
S5692,7890,other,female,-1.038,10.16,311,public,0.21,0.845,0,-0.517
S5693,7890,other,female,-0.738,8.787,311,public,0.21,0.845,0,-0.517
S5694,7890,other,female,-0.388,8.954,311,public,0.21,0.845,0,-0.517
S5695,7890,other,female,-1.388,2.434,311,public,0.21,0.845,0,-0.517
S5696,7890,other,female,-0.118,3.295,311,public,0.21,0.845,0,-0.517
S5697,7890,other,male,-0.368,6.893,311,public,0.21,0.845,0,-0.517
S5698,7890,other,male,-1.598,3.414,311,public,0.21,0.845,0,-0.517
S5699,7890,other,male,-1.148,9.28,311,public,0.21,0.845,0,-0.517
S5700,7890,other,male,-0.168,8.322,311,public,0.21,0.845,0,-0.517
S5701,7890,minority,male,-0.318,6.22,311,public,0.21,0.845,0,-0.517
S5702,7890,other,female,0.832,12.037,311,public,0.21,0.845,0,-0.517
S5703,7890,other,male,-0.988,20.648,311,public,0.21,0.845,0,-0.517
S5704,7890,minority,male,0.802,3.744,311,public,0.21,0.845,0,-0.517
S5705,7890,minority,male,-0.048,-2.362,311,public,0.21,0.845,0,-0.517
S5706,7890,other,female,0.082,0.709,311,public,0.21,0.845,0,-0.517
S5707,7919,other,male,0.852,2.809,1451,public,0.5,-0.402,0,0.464
S5708,7919,other,female,1.022,7.788,1451,public,0.5,-0.402,0,0.464
S5709,7919,other,male,0.172,23.906,1451,public,0.5,-0.402,0,0.464
S5710,7919,other,female,0.552,13.8,1451,public,0.5,-0.402,0,0.464
S5711,7919,other,male,0.702,18.171,1451,public,0.5,-0.402,0,0.464
S5712,7919,other,male,-0.008,10.083,1451,public,0.5,-0.402,0,0.464
S5713,7919,minority,female,0.762,9.891,1451,public,0.5,-0.402,0,0.464
S5714,7919,other,male,1.172,17.775,1451,public,0.5,-0.402,0,0.464
S5715,7919,other,male,0.952,22.519,1451,public,0.5,-0.402,0,0.464
S5716,7919,other,female,-0.068,23.007,1451,public,0.5,-0.402,0,0.464
S5717,7919,other,male,0.762,7.195,1451,public,0.5,-0.402,0,0.464
S5718,7919,other,male,0.612,13.475,1451,public,0.5,-0.402,0,0.464
S5719,7919,other,female,0.392,6.582,1451,public,0.5,-0.402,0,0.464
S5720,7919,other,male,-0.118,23.623,1451,public,0.5,-0.402,0,0.464
S5721,7919,other,male,-0.118,4.675,1451,public,0.5,-0.402,0,0.464
S5722,7919,other,male,-0.038,13.184,1451,public,0.5,-0.402,0,0.464
S5723,7919,other,male,0.062,19.14,1451,public,0.5,-0.402,0,0.464
S5724,7919,other,female,0.862,20.245,1451,public,0.5,-0.402,0,0.464
S5725,7919,other,female,0.132,0.767,1451,public,0.5,-0.402,0,0.464
S5726,7919,other,female,0.652,14.991,1451,public,0.5,-0.402,0,0.464
S5727,7919,other,male,0.412,18.484,1451,public,0.5,-0.402,0,0.464
S5728,7919,other,female,0.412,13.23,1451,public,0.5,-0.402,0,0.464
S5729,7919,other,female,0.962,18.608,1451,public,0.5,-0.402,0,0.464
S5730,7919,other,female,0.622,23.578,1451,public,0.5,-0.402,0,0.464
S5731,7919,other,male,-1.578,3.367,1451,public,0.5,-0.402,0,0.464
S5732,7919,other,male,0.302,10.437,1451,public,0.5,-0.402,0,0.464
S5733,7919,other,female,0.062,9.76,1451,public,0.5,-0.402,0,0.464
S5734,7919,other,female,-0.408,10.889,1451,public,0.5,-0.402,0,0.464
S5735,7919,other,male,1.012,21.741,1451,public,0.5,-0.402,0,0.464
S5736,7919,other,male,0.752,21.695,1451,public,0.5,-0.402,0,0.464
S5737,7919,other,female,0.802,23.323,1451,public,0.5,-0.402,0,0.464
S5738,7919,other,female,0.762,19.043,1451,public,0.5,-0.402,0,0.464
S5739,7919,other,male,0.762,18.921,1451,public,0.5,-0.402,0,0.464
S5740,7919,other,female,0.282,8,1451,public,0.5,-0.402,0,0.464
S5741,7919,other,male,0.862,21.539,1451,public,0.5,-0.402,0,0.464
S5742,7919,other,male,0.342,21.152,1451,public,0.5,-0.402,0,0.464
S5743,7919,other,male,1.262,12.056,1451,public,0.5,-0.402,0,0.464
S5744,8009,minority,male,-0.148,5.6,716,catholic,0.68,-0.933,0,0.522
S5745,8009,minority,male,0.072,19.843,716,catholic,0.68,-0.933,0,0.522
S5746,8009,minority,male,0.332,5.359,716,catholic,0.68,-0.933,0,0.522
S5747,8009,other,male,0.612,18.394,716,catholic,0.68,-0.933,0,0.522
S5748,8009,other,male,0.882,17.807,716,catholic,0.68,-0.933,0,0.522
S5749,8009,other,male,0.882,14.278,716,catholic,0.68,-0.933,0,0.522
S5750,8009,other,male,0.922,12.072,716,catholic,0.68,-0.933,0,0.522
S5751,8009,other,male,-0.798,3.5,716,catholic,0.68,-0.933,0,0.522
S5752,8009,other,male,0.892,17.958,716,catholic,0.68,-0.933,0,0.522
S5753,8009,minority,male,1.252,22.772,716,catholic,0.68,-0.933,0,0.522
S5754,8009,other,male,-0.588,12.224,716,catholic,0.68,-0.933,0,0.522
S5755,8009,other,male,0.912,15.402,716,catholic,0.68,-0.933,0,0.522
S5756,8009,other,male,0.902,13.255,716,catholic,0.68,-0.933,0,0.522
S5757,8009,other,male,0.932,14.514,716,catholic,0.68,-0.933,0,0.522
S5758,8009,minority,male,1.072,16.396,716,catholic,0.68,-0.933,0,0.522
S5759,8009,other,male,0.412,19.565,716,catholic,0.68,-0.933,0,0.522
S5760,8009,other,male,1.422,22.208,716,catholic,0.68,-0.933,0,0.522
S5761,8009,minority,male,1.192,9.52,716,catholic,0.68,-0.933,0,0.522
S5762,8009,other,male,0.482,17.953,716,catholic,0.68,-0.933,0,0.522
S5763,8009,minority,male,1.102,6.149,716,catholic,0.68,-0.933,0,0.522
S5764,8009,other,male,0.972,22.365,716,catholic,0.68,-0.933,0,0.522
S5765,8009,other,male,0.282,11.063,716,catholic,0.68,-0.933,0,0.522
S5766,8009,minority,male,0.672,17.724,716,catholic,0.68,-0.933,0,0.522
S5767,8009,other,male,1.072,15.422,716,catholic,0.68,-0.933,0,0.522
